"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","2","6","0","13","8.5","5.1","0.16","12.045","8.678","9.137","4.85"
"4","2","7","0","48","9","4.1","0.16","44.59","9.763","37.512","32.219"
"4","2","8","0","87","9.3","5.1","0.16","81.241","10.516","69.564","63.135"
"4","2","9","0","122","9.5","6.2","0.16","114.778","11.008","98.52","91.066"
"4","2","10","0","149","9.8","5.1","0.16","140.954","11.901","120.662","112.422"
"4","2","11","0","164","10.1","4.6","0.16","155.607","12.571","132.844","124.173"
"4","2","12","0","166","11.1","4.6","0.16","157.564","13.602","133.964","125.253"
"4","2","13","0","155","11.9","5.1","0.16","146.795","14.087","124.573","116.195"
"4","2","14","0","133","12.2","4.1","0.16","125.41","14.337","106.304","98.573"
"4","2","15","0","100","13.2","3.6","0.16","93.643","14.921","78.958","72.196"
"4","2","16","0","61","13.6","3.6","0.16","56.705","14.644","47.232","41.595"
"4","2","17","0","42","13.8","4.1","0.16","39.058","14.465","31.493","26.413"
"4","2","18","0","4","13.4","3.1","0.16","3.701","13.462","1.69","0"
"4","2","19","0","0","12.8","3.1","0.16","0","12.8","0","0"
"4","2","20","0","0","12.5","3.1","0.16","0","12.5","0","0"
"4","2","21","0","0","12.1","1.5","0.16","0","12.1","0","0"
"4","2","22","0","0","11.9","1","0.16","0","11.9","0","0"
"4","2","23","0","0","11.3","2.1","0.16","0","11.3","0","0"
"4","3","0","0","0","9.8","2.1","0.16","0","9.8","0","0"
"4","3","1","0","0","9","2.1","0.16","0","9","0","0"
"4","3","2","0","0","8.6","2.1","0.16","0","8.6","0","0"
"4","3","3","0","0","8.4","2.6","0.16","0","8.4","0","0"
"4","3","4","0","0","8","3.1","0.16","0","8","0","0"
"4","3","5","0","2","7.6","1","0.16","1.903","7.649","0.868","0"
"4","3","6","79","45","7.6","2.6","0.16","52.86","8.708","39.591","34.224"
"4","3","7","245","101","9","2.6","0.16","186.429","13.022","158.829","149.237"
"4","3","8","0","89","10.3","3.1","0.16","83.14","11.956","70.813","64.34"
"4","3","9","125","241","12.1","2.6","0.16","337.99","19.437","292.098","277.784"
"4","3","10","146","283","14.4","3.1","0.16","417.124","22.693","355.592","339.028"
"4","3","11","149","310","16.6","5.1","0.16","460.239","23.469","390.515","372.714"
"4","3","12","149","315","17.4","6.2","0.16","467.36","23.535","396.344","378.337"
"4","3","13","148","294","18.3","7.2","0.16","435.379","23.455","369.825","352.757"
"4","3","14","78","290","18.4","7.2","0.16","354.495","22.599","301.482","286.836"
"4","3","15","423","184","18.8","6.7","0.16","451.45","24.453","390.086","372.3"
"4","3","16","78","131","19","5.7","0.16","159.848","21.226","134.493","125.764"
"4","3","17","3","60","17.4","6.2","0.16","56.769","18.144","45.732","40.148"
"4","3","18","0","6","15.9","3.6","0.16","5.555","15.986","2.556","0"
"4","3","19","0","0","13.6","2.6","0.16","0","13.6","0","0"
"4","3","20","0","0","12.4","0.5","0.16","0","12.4","0","0"
"4","3","21","0","0","12.4","0.5","0.16","0","12.4","0","0"
"4","3","22","0","0","11.7","4.6","0.16","0","11.7","0","0"
"4","3","23","0","0","10.1","2.1","0.16","0","10.1","0","0"
"4","4","0","0","0","8.6","2.1","0.16","0","8.6","0","0"
"4","4","1","0","0","9.5","2.1","0.16","0","9.5","0","0"
"4","4","2","0","0","9","2.1","0.16","0","9","0","0"
"4","4","3","0","0","9.4","0.5","0.16","0","9.4","0","0"
"4","4","4","0","0","9.5","1","0.16","0","9.5","0","0"
"4","4","5","0","1","9.2","0","0.16","0.951","9.233","0","0"
"4","4","6","0","36","9.4","2.6","0.16","33.459","10.12","26.707","21.797"
"4","4","7","291","120","9.9","1.5","0.16","222.496","15.892","188.787","178.134"
"4","4","8","577","116","11.3","2.6","0.16","441.565","20.937","389.04","371.291"
"4","4","9","689","118","12","1.5","0.16","621.547","28.896","529.769","507.034"
"4","4","10","433","250","12.9","1","0.16","635.128","32.293","528.015","505.341"
"4","4","11","45","272","13.2","2.1","0.16","315.711","20.706","267.433","253.993"
"4","4","12","1","169","13.2","2.1","0.16","161.313","17.031","135.353","126.593"
"4","4","13","32","266","13.4","1.5","0.16","296.504","21.404","250.339","237.505"
"4","4","14","0","136","13.3","0.5","0.16","128.261","17.772","107.248","99.484"
"4","4","15","0","103","13.2","0.5","0.16","96.488","16.571","80.852","74.023"
"4","4","16","0","64","12.9","2.1","0.16","59.502","14.322","49.722","43.996"
"4","4","17","0","25","12.7","1.5","0.16","23.189","13.327","18.414","13.798"
"4","4","18","0","3","12.2","0","0.16","2.775","12.296","1.256","0"
"4","4","19","0","0","11","0","0.16","0","11","0","0"
"4","4","20","0","0","8.8","2.1","0.16","0","8.8","0","0"
"4","4","21","0","0","8.5","3.1","0.16","0","8.5","0","0"
"4","4","22","0","0","7.9","3.1","0.16","0","7.9","0","0"
"4","4","23","0","0","8.1","1","0.16","0","8.1","0","0"
"4","5","0","0","0","8","1.5","0.16","0","8","0","0"
"4","5","1","0","0","8.7","2.1","0.16","0","8.7","0","0"
"4","5","2","0","0","7.8","2.1","0.16","0","7.8","0","0"
"4","5","3","0","0","6.7","2.6","0.16","0","6.7","0","0"
"4","5","4","0","0","6.2","2.1","0.16","0","6.2","0","0"
"4","5","5","0","1","6.2","1.5","0.16","0.951","6.222","0","0"
"4","5","6","0","29","6.3","2.1","0.16","26.924","6.937","21.685","16.953"
"4","5","7","0","94","6.7","2.6","0.16","88.564","8.625","76.945","70.254"
"4","5","8","97","186","7.3","2.1","0.16","237.144","12.969","209.551","198.162"
"4","5","9","90","266","8.6","1","0.16","333.054","18.758","287.711","273.552"
"4","5","10","268","291","11.2","2.1","0.16","536.237","23.986","457.704","437.522"
"4","5","11","134","325","12.8","4.1","0.16","463.729","20.7","397.076","379.042"
"4","5","12","149","320","14","2.6","0.16","472.954","24.239","399.806","381.676"
"4","5","13","14","280","14.5","2.6","0.16","285.054","20.664","240.696","228.203"
"4","5","14","33","228","14.7","3.6","0.16","253.03","19.344","215.532","203.931"
"4","5","15","18","180","14.8","3.1","0.16","183.38","18.451","156.285","146.783"
"4","5","16","2","117","15.1","2.1","0.16","111.65","17.768","94.288","86.984"
"4","5","17","0","48","14.5","2.6","0.16","44.68","15.468","36.227","30.98"
"4","5","18","0","6","14","3.1","0.16","5.555","14.093","2.582","0"
"4","5","19","0","0","13.2","3.1","0.16","0","13.2","0","0"
"4","5","20","0","0","12.4","3.1","0.16","0","12.4","0","0"
"4","5","21","0","0","14.8","3.1","0.16","0","14.8","0","0"
"4","5","22","0","0","10","2.1","0.16","0","10","0","0"
"4","5","23","0","0","10.2","1.5","0.16","0","10.2","0","0"
"4","6","0","0","0","9.7","1","0.16","0","9.7","0","0"
"4","6","1","0","0","8.8","0.5","0.16","0","8.8","0","0"
"4","6","2","0","0","7.8","0.5","0.16","0","7.8","0","0"
"4","6","3","0","0","7.7","1","0.16","0","7.7","0","0"
"4","6","4","0","0","8.1","1","0.16","0","8.1","0","0"
"4","6","5","0","3","7.1","2.1","0.16","2.854","7.158","1.333","0"
"4","6","6","0","31","7","1","0.16","28.785","7.872","23.244","18.457"
"4","6","7","0","97","9.5","3.1","0.16","91.402","11.323","78.661","71.91"
"4","6","8","98","189","11.8","3.6","0.16","240.944","16.238","210.298","198.883"
"4","6","9","92","269","12.1","3.1","0.16","337.646","18.818","291.604","277.307"
"4","6","10","428","260","13.6","5.7","0.16","644.06","22.567","555.128","531.494"
"4","6","11","522","226","14.3","4.1","0.16","723.155","26.654","613.388","587.69"
"4","6","12","747","173","14.9","4.1","0.16","877.674","29.905","736.333","706.278"
"4","6","13","829","102","15.4","3.6","0.16","827.911","30.655","696.195","667.563"
"4","6","14","719","123","14.7","4.1","0.16","683.721","26.415","586.836","562.079"
"4","6","15","686","97","15.5","4.1","0.16","523.829","24.494","455.768","435.654"
"4","6","16","506","93","15.4","4.1","0.16","311.813","20.723","266.834","253.416"
"4","6","17","211","67","14.3","1","0.16","109.307","17.541","82.86","75.961"
"4","6","18","0","13","13","1.5","0.16","12.06","13.276","5.85","1.679"
"4","6","19","0","0","11.7","0.5","0.16","0","11.7","0","0"
"4","6","20","0","0","11.7","0","0.16","0","11.7","0","0"
"4","6","21","0","0","8.7","0","0.16","0","8.7","0","0"
"4","6","22","0","0","7.9","0","0.16","0","7.9","0","0"
"4","6","23","0","0","8.5","1","0.16","0","8.5","0","0"
"4","7","0","0","0","8.6","2.6","0.16","0","8.6","0","0"
"4","7","1","0","0","6.7","1","0.16","0","6.7","0","0"
"4","7","2","0","0","6.6","1","0.16","0","6.6","0","0"
"4","7","3","0","0","5.5","2.1","0.16","0","5.5","0","0"
"4","7","4","0","0","5.2","1.5","0.16","0","5.2","0","0"
"4","7","5","0","5","5.5","2.6","0.16","4.756","5.587","2.297","0"
"4","7","6","56","54","6.9","3.1","0.16","59.392","8.059","47.028","41.398"
"4","7","7","256","112","7.4","2.1","0.16","205.146","12.274","176.966","166.732"
"4","7","8","100","192","8.9","3.6","0.16","245.296","13.418","216.438","204.805"
"4","7","9","93","273","12.1","3.6","0.16","342.63","18.395","296.361","281.896"
"4","7","10","14","276","14","5.1","0.16","280.384","18.179","239.074","226.639"
"4","7","11","39","285","14.2","6.2","0.16","323.988","18.446","276.573","262.809"
"4","7","12","40","288","14.6","6.7","0.16","328.473","18.681","280.141","266.251"
"4","7","13","38","270","14.4","6.2","0.16","305.273","18.403","260.775","247.571"
"4","7","14","35","233","13.2","8.7","0.16","259.48","15.875","224.019","212.118"
"4","7","15","108","213","13.5","5.1","0.16","277.192","17.651","240.888","228.389"
"4","7","16","162","147","13.5","4.6","0.16","214.617","16.925","185.313","174.783"
"4","7","17","8","68","12.9","5.7","0.16","65.226","13.805","53.922","48.048"
"4","7","18","0","14","12.1","5.1","0.16","12.991","12.264","6.356","2.167"
"4","7","19","0","0","11.1","2.6","0.16","0","11.1","0","0"
"4","7","20","0","0","10.5","4.6","0.16","0","10.5","0","0"
"4","7","21","0","0","10","3.6","0.16","0","10","0","0"
"4","7","22","0","0","10","8.2","0.16","0","10","0","0"
"4","7","23","0","0","8.8","6.1","0.16","0","8.8","0","0"
"4","8","0","0","0","7.6","4.1","0.16","0","7.6","0","0"
"4","8","1","0","0","6.9","3.1","0.16","0","6.9","0","0"
"4","8","2","0","0","6.3","3.6","0.16","0","6.3","0","0"
"4","8","3","0","0","5.9","3.1","0.16","0","5.9","0","0"
"4","8","4","0","0","5.8","3.6","0.16","0","5.8","0","0"
"4","8","5","0","3","6.2","4.6","0.16","2.854","6.238","1.34","0"
"4","8","6","0","35","7.1","5.1","0.16","32.509","7.584","26.583","21.678"
"4","8","7","0","102","8","5.7","0.16","96.098","9.34","83.521","76.598"
"4","8","8","8","172","8.4","7.7","0.16","168.918","10.31","148.301","139.083"
"4","8","9","24","226","8.8","7.7","0.16","235.199","11.454","206.12","194.853"
"4","8","10","268","304","9.7","8.7","0.16","552.049","15.398","485.939","464.757"
"4","8","11","321","300","10.2","8.7","0.16","614.95","16.545","538.592","515.544"
"4","8","12","138","338","10.9","6.7","0.16","482.949","16.907","419.074","400.261"
"4","8","13","280","309","12.3","6.7","0.16","575.042","19.465","498.41","476.786"
"4","8","14","303","246","11.6","6.2","0.16","491.786","18.074","430.601","411.38"
"4","8","15","109","215","12.4","4.6","0.16","279.845","16.868","243.908","231.302"
"4","8","16","325","142","12","6.2","0.16","281.452","15.704","245.645","232.977"
"4","8","17","12","70","10.9","6.7","0.16","67.923","11.745","56.641","50.671"
"4","8","18","0","11","10.3","4.6","0.16","10.197","10.437","4.976","0.836"
"4","8","19","0","0","9.6","4.1","0.16","0","9.6","0","0"
"4","8","20","0","0","8.8","3.6","0.16","0","8.8","0","0"
"4","8","21","0","0","8","3.6","0.16","0","8","0","0"
"4","8","22","0","0","7.4","4.6","0.16","0","7.4","0","0"
"4","8","23","0","0","7.4","4.6","0.16","0","7.4","0","0"
"4","9","0","0","0","7.4","6.2","0.16","0","7.4","0","0"
"4","9","1","0","0","7.2","8.2","0.16","0","7.2","0","0"
"4","9","2","0","0","7.1","6.7","0.16","0","7.1","0","0"
"4","9","3","0","0","6.3","6.7","0.16","0","6.3","0","0"
"4","9","4","0","0","5.5","7.7","0.16","0","5.5","0","0"
"4","9","5","0","7","5","7.2","0.16","6.659","5.067","3.276","0"
"4","9","6","120","60","5.3","7.2","0.16","75.939","6.175","59.328","53.262"
"4","9","7","55","127","6","7.2","0.16","143.014","7.696","126.084","117.653"
"4","9","8","80","208","6.9","9.8","0.16","251.212","9.274","224.797","212.868"
"4","9","9","24","229","7.2","8.2","0.16","238.146","9.766","210.008","198.603"
"4","9","10","38","266","7.5","8.7","0.16","299.711","10.586","263.655","250.349"
"4","9","11","40","289","7.9","10.3","0.16","328.846","10.875","288.678","274.486"
"4","9","12","40","292","8.5","7.7","0.16","332.417","12.241","290.305","276.055"
"4","9","13","137","319","10.2","9.3","0.16","453.325","14.643","397.146","379.11"
"4","9","14","145","267","10.9","9.3","0.16","386.909","14.698","340.026","324.014"
"4","9","15","71","236","10.3","9.8","0.16","279.152","12.936","246.295","233.605"
"4","9","16","165","152","11","8.7","0.16","221.241","13.287","193.969","183.132"
"4","9","17","51","80","10.2","6.7","0.16","86.577","11.271","71.684","65.18"
"4","9","18","0","15","9.6","5.1","0.16","13.919","9.776","6.916","2.707"
"4","9","19","0","0","8","3.6","0.16","0","8","0","0"
"4","9","20","0","0","6.9","3.1","0.16","0","6.9","0","0"
"4","9","21","0","0","6.8","2.6","0.16","0","6.8","0","0"
"4","9","22","0","0","6","1.5","0.16","0","6","0","0"
"4","9","23","0","0","5","1.2","0.16","0","5","0","0"
"4","10","0","0","0","4.1","1","0.16","0","4.1","0","0"
"4","10","1","0","0","4.1","2.1","0.16","0","4.1","0","0"
"4","10","2","0","0","4.3","1","0.16","0","4.3","0","0"
"4","10","3","0","0","3.4","0","0.16","0","3.4","0","0"
"4","10","4","0","0","2.9","0.5","0.16","0","2.9","0","0"
"4","10","5","0","8","2.8","0.5","0.16","7.61","3.025","3.805","0"
"4","10","6","277","40","3.6","0","0.16","82.623","6.77","58.161","52.137"
"4","10","7","444","97","6.2","0","0.16","265.603","17.001","226.04","214.067"
"4","10","8","615","118","8.8","0","0.16","478.183","28.439","409.17","390.708"
"4","10","9","712","120","10.6","1","0.16","654.602","30.641","553.147","529.583"
"4","10","10","786","115","11.8","1","0.16","794.823","36.102","654.154","627.012"
"4","10","11","774","161","12.2","1","0.16","890.278","39.39","719.456","689.999"
"4","10","12","866","100","13","0.5","0.16","902.447","44.582","715.441","686.126"
"4","10","13","852","95","13.6","1.5","0.16","841.792","36.441","691.558","663.09"
"4","10","14","811","89","14.7","1.5","0.16","719.987","34.26","599.865","574.646"
"4","10","15","691","103","14.4","2.1","0.16","538.798","27.316","463.272","442.893"
"4","10","16","428","131","14","3.1","0.16","318.826","20.349","274.261","260.58"
"4","10","17","201","80","13.2","2.6","0.16","121.287","15.774","94.927","87.599"
"4","10","18","0","17","12.9","2.1","0.16","15.782","13.218","7.758","3.519"
"4","10","19","0","0","11.7","2.1","0.16","0","11.7","0","0"
"4","10","20","0","0","11.8","2.1","0.16","0","11.8","0","0"
"4","10","21","0","0","9.8","2.1","0.16","0","9.8","0","0"
"4","10","22","0","0","8.7","2.1","0.16","0","8.7","0","0"
"4","10","23","0","0","8.6","2.1","0.16","0","8.6","0","0"
"4","11","0","0","0","7.6","1.5","0.16","0","7.6","0","0"
"4","11","1","0","0","6.9","1.5","0.16","0","6.9","0","0"
"4","11","2","0","0","4.4","1","0.16","0","4.4","0","0"
"4","11","3","0","0","5.6","1.5","0.16","0","5.6","0","0"
"4","11","4","0","0","4.9","1","0.16","0","4.9","0","0"
"4","11","5","0","9","4.7","2","0.16","8.562","4.876","4.265","0.15"
"4","11","6","125","69","4.6","3.1","0.16","85.32","6.255","67.724","61.36"
"4","11","7","447","99","7.4","3.1","0.16","270.435","12.76","234.369","222.1"
"4","11","8","615","119","10.2","3.6","0.16","481.438","19.096","426.697","407.614"
"4","11","9","747","112","12.4","3.1","0.16","671.497","25.812","578.104","553.656"
"4","11","10","822","105","13.7","3.6","0.16","816.425","28.741","691.27","662.812"
"4","11","11","855","106","14.7","3.6","0.16","894.751","31.172","747.903","717.439"
"4","11","12","847","111","16.1","2.6","0.16","905.96","35.785","743.271","712.97"
"4","11","13","830","107","16.6","2.8","0.16","843.748","34.306","698.365","669.656"
"4","11","14","789","100","17.1","3.1","0.16","717.05","31.418","603.601","578.249"
"4","11","15","683","105","17.3","3.6","0.16","537.389","27.227","462.014","441.679"
"4","11","16","456","113","16.5","4.6","0.16","313.41","21.5","268.332","254.86"
"4","11","17","233","74","16.1","4.6","0.16","122.699","18.007","94.209","86.907"
"4","11","18","0","17","15.2","3.6","0.16","15.78","15.445","7.673","3.438"
"4","11","19","0","0","14","2.6","0.16","0","14","0","0"
"4","11","20","0","0","13.1","3.1","0.16","0","13.1","0","0"
"4","11","21","0","0","12","2.6","0.16","0","12","0","0"
"4","11","22","0","0","11.3","2.6","0.16","0","11.3","0","0"
"4","11","23","0","0","10.9","3.6","0.16","0","10.9","0","0"
"4","12","0","0","0","10.6","3.6","0.16","0","10.6","0","0"
"4","12","1","0","0","9.5","2.6","0.16","0","9.5","0","0"
"4","12","2","0","0","8.9","3.1","0.16","0","8.9","0","0"
"4","12","3","0","0","6.9","2.6","0.16","0","6.9","0","0"
"4","12","4","0","0","6.7","2.6","0.16","0","6.7","0","0"
"4","12","5","0","10","6.7","3.1","0.16","9.272","6.856","4.584","0.458"
"4","12","6","137","71","7.5","2.6","0.16","90.536","9.415","71.098","64.615"
"4","12","7","453","100","9.9","2.6","0.16","275.383","15.853","236.342","224.003"
"4","12","8","620","120","12.2","2.1","0.16","487.493","23.887","424.289","405.291"
"4","12","9","752","112","13.9","3.6","0.16","677.566","26.398","581.859","557.277"
"4","12","10","823","106","15.4","2.6","0.16","820.765","33.248","682.774","654.617"
"4","12","11","829","117","16.6","4.1","0.16","892.107","31.854","743.157","712.861"
"4","12","12","752","159","17.3","3.6","0.16","877.773","33.448","725.531","695.859"
"4","12","13","773","130","18.4","3.6","0.16","821.302","33.522","681.227","653.125"
"4","12","14","736","119","17.8","5.7","0.16","701.003","27.583","598.101","572.944"
"4","12","15","638","118","18.8","5.1","0.16","524.882","26.685","451.581","431.616"
"4","12","16","519","100","17.7","4.6","0.16","330.348","22.97","281.64","267.697"
"4","12","17","260","74","17.4","3.6","0.16","130.668","19.739","99.563","92.071"
"4","12","18","0","20","16.2","2.1","0.16","18.421","16.571","8.976","4.694"
"4","12","19","0","0","14.8","2.6","0.16","0","14.8","0","0"
"4","12","20","0","0","13.6","2.6","0.16","0","13.6","0","0"
"4","12","21","0","0","12.1","3.1","0.16","0","12.1","0","0"
"4","12","22","0","0","11.1","2.6","0.16","0","11.1","0","0"
"4","12","23","0","0","10.2","3.1","0.16","0","10.2","0","0"
"4","13","0","0","0","9.7","3.1","0.16","0","9.7","0","0"
"4","13","1","0","0","8.9","3.1","0.16","0","8.9","0","0"
"4","13","2","0","0","8.7","3.6","0.16","0","8.7","0","0"
"4","13","3","0","0","8.2","3.6","0.16","0","8.2","0","0"
"4","13","4","0","0","7.9","4.1","0.16","0","7.9","0","0"
"4","13","5","0","11","7.5","4.1","0.16","10.201","7.647","5.047","0.905"
"4","13","6","146","73","7.8","2.6","0.16","94.463","9.798","74.221","67.628"
"4","13","7","465","100","9.6","2.6","0.16","281.634","15.69","242.284","229.735"
"4","13","8","633","118","12.5","3.1","0.16","495.051","22.403","433.307","413.989"
"4","13","9","764","110","14.6","3.6","0.16","686.627","27.264","587.585","562.801"
"4","13","10","834","103","16.6","3.1","0.16","829.096","33.136","689.824","661.417"
"4","13","11","845","112","17.8","4.1","0.16","903.213","33.244","748.205","717.73"
"4","13","12","766","154","18.5","5.1","0.16","886.744","31.77","737.57","707.471"
"4","13","13","781","128","18.8","4.1","0.16","827.692","32.957","687.869","659.531"
"4","13","14","744","117","19.2","5.1","0.16","704.071","29.758","595.689","570.618"
"4","13","15","651","115","19","2.1","0.16","530.902","31.721","447.968","428.131"
"4","13","16","528","100","18.3","5.1","0.16","335.2","23.316","285.629","271.544"
"4","13","17","270","75","17.8","3.6","0.16","134.308","20.205","102.302","94.713"
"4","13","18","0","21","15.5","2.1","0.16","19.278","15.888","9.445","5.147"
"4","13","19","0","0","15.1","2.1","0.16","0","0","0","0"
"4","13","20","0","0","13.9","2.6","0.16","0","13.9","0","0"
"4","13","21","0","0","13.2","2.6","0.16","0","13.2","0","0"
"4","13","22","0","0","12.4","2.1","0.16","0","12.4","0","0"
"4","13","23","0","0","11.2","2.6","0.16","0","11.2","0","0"
"4","14","0","0","0","9.7","1.5","0.16","0","9.7","0","0"
"4","14","1","0","0","9.9","3.1","0.16","0","9.9","0","0"
"4","14","2","0","0","9.4","4.1","0.16","0","9.4","0","0"
"4","14","3","0","0","8.5","3.1","0.16","0","8.5","0","0"
"4","14","4","0","0","8.4","0.5","0.16","0","8.4","0","0"
"4","14","5","0","8","8.9","3.1","0.16","7.411","9.025","3.587","0"
"4","14","6","9","63","9.8","2.1","0.16","60.019","11.226","49.786","44.058"
"4","14","7","315","146","12.6","2.6","0.16","268.212","18.41","229.562","217.464"
"4","14","8","637","119","14.2","2.1","0.16","500.559","26.198","431.77","412.507"
"4","14","9","763","111","16.2","3.1","0.16","689.342","29.966","583.642","558.998"
"4","14","10","834","104","16.9","3.1","0.16","832.533","33.504","691.445","662.981"
"4","14","11","841","115","17.4","4.1","0.16","904.994","32.872","750.459","719.904"
"4","14","12","764","156","17.8","4.1","0.16","888.771","32.988","735.54","705.514"
"4","14","13","614","213","18.6","3.1","0.16","777.875","34.091","641.525","614.83"
"4","14","14","719","134","18.5","3.1","0.16","707.093","32.61","591.091","566.183"
"4","14","15","528","158","17.7","3.6","0.16","497.439","26.879","426.109","407.047"
"4","14","16","459","127","17.7","3.6","0.16","331.216","23.794","281.842","267.892"
"4","14","17","273","76","17.3","4.1","0.16","136.439","19.571","104.462","96.797"
"4","14","18","0","22","16.2","3.6","0.16","20.199","16.525","10.68","6.338"
"4","14","19","0","0","14.2","2.1","0.16","0","0","0","0"
"4","14","20","0","0","13.3","2.6","0.16","0","13.3","0","0"
"4","14","21","0","0","12","2.6","0.16","0","12","0","0"
"4","14","22","0","0","11.6","2.6","0.16","0","11.6","0","0"
"4","14","23","0","0","11.1","2.1","0.16","0","11.1","0","0"
"4","15","0","0","0","9.4","3.1","0.16","0","9.4","0","0"
"4","15","1","0","0","10.2","1","0.16","0","10.2","0","0"
"4","15","2","0","0","8.7","1","0.16","0","8.7","0","0"
"4","15","3","0","0","8.4","1","0.16","0","8.4","0","0"
"4","15","4","0","0","6","1","0.16","0","6","0","0"
"4","15","5","0","13","6.5","1","0.16","12.06","6.811","6.038","1.86"
"4","15","6","156","78","7.3","1.5","0.16","102.051","9.997","80.777","73.951"
"4","15","7","446","111","10.6","0.5","0.16","288.68","20.662","244.685","232.052"
"4","15","8","640","120","13","0","0.16","505.478","33.752","423.276","404.314"
"4","15","9","764","112","15.2","0.5","0.16","693.477","39.509","565.353","541.356"
"4","15","10","836","105","16.7","2.6","0.16","837.62","34.911","691.614","663.144"
"4","15","11","845","115","18.3","2.1","0.16","910.69","40.045","733.979","704.008"
"4","15","12","848","115","18.7","1.5","0.16","918.967","43.606","729.836","700.011"
"4","15","13","834","109","19.1","3.6","0.16","856.286","34.866","706.312","677.321"
"4","15","14","722","134","19.3","5.1","0.16","710.702","29.954","600.076","574.85"
"4","15","15","702","103","19.3","5.7","0.16","552.065","27.018","474.698","453.914"
"4","15","16","509","110","18.8","4.6","0.16","336.578","24.172","286.164","272.06"
"4","15","17","278","78","17.8","5.7","0.16","139.985","19.7","107.457","99.686"
"4","15","18","0","23","17.1","4.6","0.16","21.12","17.407","12.297","7.898"
"4","15","19","0","0","15.9","4.1","0.16","0","0","0","0"
"4","15","20","0","0","15.2","3.6","0.16","0","15.2","0","0"
"4","15","21","0","0","14.1","4.1","0.16","0","14.1","0","0"
"4","15","22","0","0","13","5.7","0.16","0","13","0","0"
"4","15","23","0","0","12","6.2","0.16","0","12","0","0"
"4","16","0","0","0","10.9","5.7","0.16","0","10.9","0","0"
"4","16","1","0","0","8.7","8.7","0.16","0","8.7","0","0"
"4","16","2","0","0","6.8","9.3","0.16","0","6.8","0","0"
"4","16","3","0","0","6.2","8.7","0.16","0","6.2","0","0"
"4","16","4","0","0","5.3","7.2","0.16","0","5.3","0","0"
"4","16","5","0","14","4.9","9.8","0.16","12.991","5.004","6.582","2.385"
"4","16","6","152","75","5.1","7.7","0.16","99.109","6.194","79.691","72.904"
"4","16","7","320","141","5.8","9.3","0.16","267.253","8.422","237.772","225.384"
"4","16","8","48","174","6.6","7.7","0.16","197.71","8.835","175.418","165.239"
"4","16","9","0","144","6.6","7.7","0.16","135.645","8.128","117.784","109.647"
"4","16","10","1","170","6.2","7.2","0.16","161.761","8.11","140.472","131.531"
"4","16","11","32","310","6.2","8.2","0.16","342.889","9.884","301.532","286.884"
"4","16","12","16","325","6.5","9.3","0.16","331.686","9.742","291.207","276.925"
"4","16","13","313","307","7.4","10.3","0.16","603.951","12.877","535.572","512.631"
"4","16","14","75","327","7.1","9.8","0.16","389.046","10.764","344.901","328.716"
"4","16","15","20","201","2.3","7.7","0.16","204.457","4.609","183.653","173.182"
"4","16","16","82","159","3.2","6.7","0.16","189.684","5.569","170.622","160.613"
"4","16","17","0","66","3.2","7.7","0.16","61.4","3.894","53.406","47.55"
"4","16","18","0","18","2.4","7.7","0.16","16.703","2.576","11.044","6.689"
"4","16","19","0","0","2.3","5.7","0.16","0","0","0","0"
"4","16","20","0","0","2.4","6.2","0.16","0","2.4","0","0"
"4","16","21","0","0","1.4","5.1","0.16","0","1.4","0","0"
"4","16","22","0","0","1.3","6.2","0.16","0","1.3","0","0"
"4","16","23","0","0","1.4","6.7","0.16","0","1.4","0","0"
"4","17","0","0","0","1.3","5.7","0.16","0","1.3","0","0"
"4","17","1","0","0","1.2","5.1","0.16","0","1.2","0","0"
"4","17","2","0","0","1.1","5.7","0.16","0","1.1","0","0"
"4","17","3","0","0","0.8","6.7","0.16","0","0.8","0","0"
"4","17","4","0","0","1.3","5.7","0.16","0","1.3","0","0"
"4","17","5","0","7","1.7","3.6","0.16","6.482","1.801","3.232","0"
"4","17","6","0","54","2.5","5.7","0.16","50.145","3.197","43.187","37.693"
"4","17","7","0","69","2.7","5.7","0.16","64.166","3.594","56.151","50.198"
"4","17","8","0","110","3.5","4.6","0.16","102.966","5.141","90.33","83.166"
"4","17","9","0","145","4","4.1","0.16","136.58","6.326","119.402","111.208"
"4","17","10","33","286","4.7","3.6","0.16","315.529","10.478","277.157","263.373"
"4","17","11","446","303","5.3","2.6","0.16","748.329","21.519","643.24","616.484"
"4","17","12","47","302","6.9","1.5","0.16","348.194","16.285","299.301","284.732"
"4","17","13","39","289","5.8","5.1","0.16","324.601","10.635","285.013","270.951"
"4","17","14","36","251","5.8","5.1","0.16","277.531","9.939","244.659","232.027"
"4","17","15","110","234","5.6","2.6","0.16","299.873","12.11","265.738","252.358"
"4","17","16","9","138","6.2","5.7","0.16","134.149","8.069","118.258","110.104"
"4","17","17","0","67","4.2","3.6","0.16","62.319","5.347","53.949","48.074"
"4","17","18","0","10","3.8","3.6","0.16","9.263","3.962","6.218","2.034"
"4","17","19","0","0","3.5","3.6","0.16","0","0","0","0"
"4","17","20","0","0","3.1","3.6","0.16","0","3.1","0","0"
